"NumeroBenevole","Civilite","Nom","Prenom","NomComplet","Email","Telephone","TelephoneMobile","Adresse1","Adresse2","NPA","Ville","DateNaissance","Langues","SituationPersonnelle","Formation","NotesGenerales","NotesInternes","Binome","Statut","DateEntree","Provenance","ProvenanceDetail","DisponibilitesPreferees","CentresInteret","Competences","RecevoirInvitations","ParticiperEvenements","DateCreation","DateDerniereMajProfil","RGPDConsentement","SourceID"
"BEN-01548","Madame","Girard","Patrick","Girard Patrick","patrick.girard@email.ch","410225704173","410795974332","Chemin de la Colline 41","","1201","GENEVE","27/09/1958 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/05/2024 00:00:00","Site Lancy","","","","","Non","Oui","09/04/2024 16:31:32","2025-12-07 15:02:53","Oui","1548"
"BEN-01549","Madame","AndrÃ©","Daniel","AndrÃ© Daniel","daniel.andrae@exemple.ch","410223948279","410794472557","Route de Lausanne 74","","1209","GENEVE","27/11/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","09/04/2024 16:41:15","2025-12-07 15:02:53","Oui","1549"
"BEN-01550","Monsieur","Mercier","Christian","Mercier Christian","christian.mercier@mail.ch","410223528270","410775488791","Chemin des Fleurs 96","","1217","MEYRIN","02/12/1997 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","15/04/2024 15:50:18","2025-12-07 15:02:53","Oui","1550"
"BEN-01556","Madame","Dupont","Jacques","Dupont Jacques","jacques.dupont@contact.ch","410229516221","410784334049","Chemin des Pins 42","","1228","PLAN-LES-OUATES","13/01/1957 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","23/04/2024 15:32:26","2025-12-07 15:02:53","Oui","1556"
"BEN-01557","Madame","Lambert","AndrÃ©","Lambert AndrÃ©","andrae.lambert@test.ch","410228886495","410763639167","Avenue du Lac 65","","1201","GENEVE","06/09/1965 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","23/04/2024 15:44:29","2025-12-07 15:02:53","Oui","1557"
"BEN-01558","Madame","Bonnet","CÃ©line","Bonnet CÃ©line","caeline.bonnet@email.ch","410225182911","410772207329","Route des Acacias 78","","1217","MEYRIN","21/08/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","24/04/2024 09:26:13","2025-12-07 15:02:53","Oui","1558"
"BEN-01559","Madame","FranÃ§ois","StÃ©phanie","FranÃ§ois StÃ©phanie","staephanie.franacois@exemple.ch","410224627221","410799479731","Rue de la Fontaine 15","","1208","GENEVE","11/09/1952 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","24/04/2024 09:37:00","2025-12-07 15:02:53","Oui","1559"
"BEN-01560","Monsieur","Martinez","Corinne","Martinez Corinne","corinne.martinez@mail.ch","410228408732","410767385196","Rue des Ecoles 51","","1213","PETIT-LANCY","26/03/1991 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","24/04/2024 11:11:33","2025-12-07 15:02:53","Oui","1560"
"BEN-01561","Madame","Legrand","Brigitte","Legrand Brigitte","brigitte.legrand@contact.ch","410229902375","410769088059","Avenue des Alpes 46","","1208","GENEVE","21/08/1981 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","24/04/2024 11:24:28","2025-12-07 15:02:53","Oui","1561"
"BEN-01562","Madame","Garnier","Dominique","Garnier Dominique","dominique.garnier@test.ch","410229567811","410793917453","Rue de la Gare 62","","1213","PETIT-LANCY","10/11/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","24/04/2024 11:38:28","2025-12-07 15:02:53","Oui","1562"
"BEN-01563","Monsieur","Faure","Eric","Faure Eric","eric.faure@email.ch","410225585343","410773826313","Rue de la Fontaine 14","","1203","GENEVE","07/10/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","24/04/2024 11:50:50","2025-12-07 15:02:53","Oui","1563"
"BEN-01564","Monsieur","Rousseau","Pascal","Rousseau Pascal","pascal.rousseau@exemple.ch","410227275850","410775275475","Route de Lausanne 91","","1213","PETIT-LANCY","28/05/1997 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","24/04/2024 11:59:31","2025-12-07 15:02:53","Oui","1564"
"BEN-01566","Madame","Blanc","Olivier","Blanc Olivier","olivier.blanc@mail.ch","410229042014","410794298711","Rue de la Mairie 83","","1218","GRAND-SACONNEX","14/01/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","24/04/2024 14:50:07","2025-12-07 15:02:53","Oui","1566"
"BEN-01567","Madame","Guerin","Bruno","Guerin Bruno","bruno.guerin@contact.ch","410229778294","410794818019","Route de Meyrin 81","","1209","GENEVE","21/06/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","24/04/2024 15:28:27","2025-12-07 15:02:53","Oui","1567"
"BEN-01568","Madame","Muller","Vincent","Muller Vincent","vincent.muller@test.ch","410223839615","410789408772","Rue de la Gare 75","","1227","CAROUGE","26/09/1996 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","24/04/2024 15:58:07","2025-12-07 15:02:53","Oui","1568"
"BEN-01569","Madame","Henry","AgnÃ¨s","Henry AgnÃ¨s","agnaes.henry@email.ch","410226325264","410788263153","Rue de la Fontaine 7","","1206","GENEVE","06/09/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","24/04/2024 16:35:54","2025-12-07 15:02:53","Oui","1569"
"BEN-01570","Madame","Roussel","GeneviÃ¨ve","Roussel GeneviÃ¨ve","geneviaeve.roussel@exemple.ch","410222245274","410774686335","Avenue des Champs 99","","1200","GENEVE","26/10/1975 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","02/05/2024 12:45:53","2025-12-07 15:02:53","Oui","1570"
"BEN-01572","Monsieur","Nicolas","VÃ©ronique","Nicolas VÃ©ronique","vaeronique.nicolas@mail.ch","410221704455","410786212121","Avenue de la Source 72","","1209","GENEVE","03/08/1974 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Oui","14/05/2024 16:33:47","2025-12-07 15:02:53","Oui","1572"
"BEN-01573","Monsieur","Perrin","Chantal","Perrin Chantal","chantal.perrin@contact.ch","410223595778","410793717382","Rue de la Mairie 23","","1218","GRAND-SACONNEX","17/02/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","14/05/2024 16:35:50","2025-12-07 15:02:53","Oui","1573"
"BEN-01574","Madame","Meyer","Jacqueline","Meyer Jacqueline","jacqueline.meyer@test.ch","410229585276","410793183454","Rue du Stade 89","","1206","GENEVE","25/08/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","14/05/2024 16:47:49","2025-12-07 15:02:53","Oui","1574"
"BEN-01575","Monsieur","Clement","Robert","Clement Robert","robert.clement@email.ch","410224897838","410769277531","Rue de la Paix 20","","1200","GENEVE","13/10/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","22/05/2024 18:04:36","2025-12-07 15:02:53","Oui","1575"
"BEN-01577","Monsieur","Dufour","RenÃ©","Dufour RenÃ©","renae.dufour@exemple.ch","410228198163","410796207311","Avenue de la Source 67","","1209","GENEVE","28/12/1981 00:00:00","FranÃ§ais","","","","","","Ponctuel","01/06/2024 00:00:00","Bénéficiaires","","","","","Non","Oui","27/05/2024 12:27:56","2025-12-07 15:02:53","Oui","1577"
"BEN-01579","Madame","Fontaine","Georges","Fontaine Georges","georges.fontaine@mail.ch","410227227395","410761033039","Rue de la Paix 13","","1217","MEYRIN","18/04/1970 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","29/05/2024 18:19:14","2025-12-07 15:02:53","Oui","1579"
"BEN-01580","Monsieur","Chevalier","Henri","Chevalier Henri","henri.chevalier@contact.ch","410223874722","410784257053","Chemin de la ForÃªt 53","","1208","GENEVE","07/09/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","29/05/2024 18:22:29","2025-12-07 15:02:53","Oui","1580"
"BEN-01581","Madame","Robin","Louis","Robin Louis","louis.robin@test.ch","410225922247","410784228036","Rue de la Paix 3","","1217","MEYRIN","02/10/1992 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","29/05/2024 18:26:41","2025-12-07 15:02:53","Oui","1581"
"BEN-01582","Madame","Martin","Sophie","Martin Sophie","sophie.martin@email.ch","410222592054","410792605278","Chemin du Moulin 81","","1209","GENEVE","09/09/1981 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","29/05/2024 18:30:47","2025-12-07 15:02:53","Oui","1582"
"BEN-01584","Madame","Bernard","Marie","Bernard Marie","marie.bernard@exemple.ch","410223204613","410789429673","Chemin des Vignes 12","","1201","GENEVE","05/01/1946 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","29/05/2024 18:35:40","2025-12-07 15:02:53","Oui","1584"
"BEN-01585","Monsieur","Dubois","Isabelle","Dubois Isabelle","isabelle.dubois@mail.ch","410222247932","410785433195","Rue de la Fontaine 89","","1207","GENEVE","02/12/1945 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","30/05/2024 13:17:05","2025-12-07 15:02:53","Oui","1585"
"BEN-01586","Madame","Thomas","Catherine","Thomas Catherine","catherine.thomas@contact.ch","410226992667","410769331475","Avenue de France 5","","1206","GENEVE","26/07/1954 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","30/05/2024 15:24:14","2025-12-07 15:02:53","Oui","1586"
"BEN-01587","Monsieur","Robert","Nathalie","Robert Nathalie","nathalie.robert@test.ch","410223878658","410799188218","Chemin des Fleurs 13","","1205","GENEVE","22/03/1946 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","04/06/2024 15:26:54","2025-12-07 15:02:53","Oui","1587"
"BEN-01588","Monsieur","Petit","Pierre","Petit Pierre","pierre.petit@email.ch","410229918670","410772089142","Rue de la Paix 53","","1208","GENEVE","14/04/1996 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Non","04/06/2024 15:29:40","2025-12-07 15:02:53","Oui","1588"
"BEN-01589","Madame","Durand","Jean","Durand Jean","jean.durand@exemple.ch","410222243748","410773499842","Avenue Victor Hugo 7","","1217","MEYRIN","24/10/1943 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Oui","04/06/2024 15:35:32","2025-12-07 15:02:53","Oui","1589"
"BEN-01590","Madame","Leroy","Marc","Leroy Marc","marc.leroy@mail.ch","410224854849","410789583360","Rue de la Paix 98","","1218","GRAND-SACONNEX","16/01/1969 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Oui","05/06/2024 12:08:27","2025-12-07 15:02:53","Oui","1590"
"BEN-01599","Madame","Moreau","Philippe","Moreau Philippe","philippe.moreau@contact.ch","410224665862","410764805089","Chemin du Moulin 39","","1218","GRAND-SACONNEX","20/01/1948 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Non","11/06/2024 15:30:35","2025-12-07 15:02:53","Oui","1599"
"BEN-01602","Madame","Simon","Laurent","Simon Laurent","laurent.simon@test.ch","410229953548","410775901619","Rue de la Fontaine 95","","1204","GENEVE","02/12/1991 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","13/06/2024 11:15:03","2025-12-07 15:02:53","Oui","1602"
"BEN-01604","Madame","Laurent","Julie","Laurent Julie","julie.laurent@email.ch","410226015524","410768915194","Route des Acacias 11","","1213","PETIT-LANCY","22/04/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","20/06/2024 14:43:41","2025-12-07 15:02:53","Oui","1604"
"BEN-01605","Madame","Lefebvre","Christine","Lefebvre Christine","christine.lefebvre@exemple.ch","410224133376","410776562611","Boulevard du RhÃ´ne 90","","1202","GENEVE","16/06/1961 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Oui","20/06/2024 14:53:38","2025-12-07 15:02:53","Oui","1605"
"BEN-01606","Monsieur","Michel","Sylvie","Michel Sylvie","sylvie.michel@mail.ch","410223101723","410766176724","Boulevard du RhÃ´ne 8","","1218","GRAND-SACONNEX","01/02/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","20/06/2024 15:08:54","2025-12-07 15:02:53","Oui","1606"
"BEN-01610","Madame","Garcia","Sandrine","Garcia Sandrine","sandrine.garcia@contact.ch","410221015986","410772938428","Chemin du Moulin 46","","1208","GENEVE","25/12/1952 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","25/06/2024 13:13:56","2025-12-07 15:02:53","Oui","1610"
"BEN-01611","Monsieur","David","ValÃ©rie","David ValÃ©rie","valaerie.david@test.ch","410225242949","410779454557","Rue des Ecoles 81","","1204","GENEVE","17/10/1996 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","25/06/2024 13:26:54","2025-12-07 15:02:53","Oui","1611"
"BEN-01612","Monsieur","Bertrand","Michel","Bertrand Michel","michel.bertrand@email.ch","410225737272","410782007880","Chemin de la Colline 90","","1200","GENEVE","27/11/1942 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","25/06/2024 13:38:26","2025-12-07 15:02:53","Oui","1612"
"BEN-01613","Madame","Roux","Bernard","Roux Bernard","bernard.roux@exemple.ch","410229133126","410794108583","Chemin de la Colline 93","","1204","GENEVE","10/09/1976 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","25/06/2024 13:42:23","2025-12-07 15:02:53","Oui","1613"
"BEN-01614","Madame","Vincent","Alain","Vincent Alain","alain.vincent@mail.ch","410225792752","410778242394","Rue de la Paix 54","","1213","PETIT-LANCY","07/04/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","25/06/2024 13:55:37","2025-12-07 15:02:53","Oui","1614"
"BEN-01616","Madame","Fournier","FranÃ§ois","Fournier FranÃ§ois","franacois.fournier@contact.ch","410225209414","410773431765","Rue du Commerce 75","","1207","GENEVE","02/02/1950 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Oui","25/06/2024 15:57:48","2025-12-07 15:02:53","Oui","1616"
"BEN-01617","Monsieur","Morel","Thierry","Morel Thierry","thierry.morel@test.ch","410223304029","410784245584","Rue de la Gare 49","","1214","VERNIER","14/06/1994 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Oui","25/06/2024 16:12:55","2025-12-07 15:02:53","Oui","1617"
"BEN-01618","Madame","Girard","Anne","Girard Anne","anne.girard@email.ch","410222859592","410788143425","Avenue Victor Hugo 34","","1213","PETIT-LANCY","16/05/1969 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Oui","25/06/2024 16:16:15","2025-12-07 15:02:53","Oui","1618"
"BEN-01619","Madame","AndrÃ©","Martine","AndrÃ© Martine","martine.andrae@exemple.ch","410223513041","410771366954","Rue de la Gare 82","","1213","PETIT-LANCY","11/11/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Oui","25/06/2024 16:19:06","2025-12-07 15:02:53","Oui","1619"
"BEN-01620","Madame","Mercier","FranÃ§oise","Mercier FranÃ§oise","franacoise.mercier@mail.ch","410221588593","410786087992","Route de GenÃ¨ve 21","","1203","GENEVE","23/07/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Oui","25/06/2024 16:22:32","2025-12-07 15:02:53","Oui","1620"
"BEN-01621","Madame","Dupont","Monique","Dupont Monique","monique.dupont@contact.ch","410224409111","410783197735","Route de Ferney 58","","1209","GENEVE","10/01/1991 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Oui","25/06/2024 16:25:49","2025-12-07 15:02:53","Oui","1621"
"BEN-01624","Madame","Lambert","Nicole","Lambert Nicole","nicole.lambert@test.ch","410228097399","410775336695","Rue du Parc 21","","1227","CAROUGE","18/10/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","03/07/2024 11:18:19","2025-12-07 15:02:53","Oui","1624"
"BEN-01625","Madame","Bonnet","Patrick","Bonnet Patrick","patrick.bonnet@email.ch","410225551697","410799812593","Avenue de France 37","","1218","GRAND-SACONNEX","08/06/1942 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","03/07/2024 14:56:16","2025-12-07 15:02:53","Oui","1625"
"BEN-01626","Madame","FranÃ§ois","Daniel","FranÃ§ois Daniel","daniel.franacois@exemple.ch","410228855185","410773166431","Route de GenÃ¨ve 62","","1214","VERNIER","26/05/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","16/07/2024 17:02:50","2025-12-07 15:02:53","Oui","1626"
"BEN-01629","Madame","Martinez","Christian","Martinez Christian","christian.martinez@mail.ch","410223169486","410765368945","Route de Meyrin 72","","1208","GENEVE","15/08/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","12/08/2024 16:58:35","2025-12-07 15:02:53","Oui","1629"
"BEN-01630","Monsieur","Legrand","Jacques","Legrand Jacques","jacques.legrand@contact.ch","410228932573","410774235855","Route de GenÃ¨ve 37","","1202","GENEVE","26/11/1944 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/08/2024 13:16:36","2025-12-07 15:02:53","Oui","1630"
"BEN-01631","Madame","Garnier","AndrÃ©","Garnier AndrÃ©","andrae.garnier@test.ch","410228178245","410793046382","Avenue de la Source 19","","1209","GENEVE","25/06/1945 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/08/2024 13:29:48","2025-12-07 15:02:53","Oui","1631"
"BEN-01632","Madame","Faure","CÃ©line","Faure CÃ©line","caeline.faure@email.ch","410225943013","410792662915","Avenue des Alpes 21","","1206","GENEVE","14/12/1954 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/08/2024 13:54:03","2025-12-07 15:02:53","Oui","1632"
"BEN-01633","Madame","Rousseau","StÃ©phanie","Rousseau StÃ©phanie","staephanie.rousseau@exemple.ch","410226492411","410794059384","Route de Lausanne 94","","1200","GENEVE","11/12/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","13/08/2024 14:05:17","2025-12-07 15:02:53","Oui","1633"
"BEN-01634","Madame","Blanc","Corinne","Blanc Corinne","corinne.blanc@mail.ch","410223425249","410787156315","Route des Acacias 50","","1227","CAROUGE","03/03/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","13/08/2024 14:16:43","2025-12-07 15:02:53","Oui","1634"
"BEN-01635","Monsieur","Guerin","Brigitte","Guerin Brigitte","brigitte.guerin@contact.ch","410228652595","410798791794","Avenue de France 24","","1201","GENEVE","03/06/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","13/08/2024 14:47:04","2025-12-07 15:02:53","Oui","1635"
"BEN-01636","Monsieur","Muller","Dominique","Muller Dominique","dominique.muller@test.ch","410228291982","410776387533","Chemin de la Colline 37","","1206","GENEVE","18/06/1972 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Fête des nouveaux retraités","","","","","Non","Non","13/08/2024 15:04:24","2025-12-07 15:02:53","Oui","1636"
"BEN-01638","Madame","Henry","Eric","Henry Eric","eric.henry@email.ch","410228177330","410763867389","Chemin des Vignes 22","","1207","GENEVE","02/09/1958 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","19/08/2024 11:04:14","2025-12-07 15:02:53","Oui","1638"
"BEN-01639","Monsieur","Roussel","Pascal","Roussel Pascal","pascal.roussel@exemple.ch","410227692537","410765148543","Avenue Victor Hugo 81","","1227","CAROUGE","25/02/1973 00:00:00","FranÃ§ais","","","","","","Ponctuel","19/08/2024 00:00:00","Email","","","","","Non","Oui","19/08/2024 14:22:53","2025-12-07 15:02:53","Oui","1639"
"BEN-01643","Monsieur","Nicolas","Olivier","Nicolas Olivier","olivier.nicolas@mail.ch","410222539455","410784417065","Rue des Ecoles 42","","1204","GENEVE","22/12/1950 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","27/08/2024 15:39:46","2025-12-07 15:02:53","Oui","1643"
"BEN-01644","Madame","Perrin","Bruno","Perrin Bruno","bruno.perrin@contact.ch","410225609650","410767095088","Boulevard du RhÃ´ne 16","","1208","GENEVE","12/10/1989 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","27/08/2024 15:43:32","2025-12-07 15:02:53","Oui","1644"
"BEN-01645","Madame","Meyer","Vincent","Meyer Vincent","vincent.meyer@test.ch","410224453515","410761369829","Rue Jean JaurÃ¨s 43","","1206","GENEVE","02/01/1943 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","27/08/2024 15:48:42","2025-12-07 15:02:53","Oui","1645"
"BEN-01646","Monsieur","Clement","AgnÃ¨s","Clement AgnÃ¨s","agnaes.clement@email.ch","410223656310","410799307789","Chemin des Vignes 85","","1207","GENEVE","21/11/1988 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/08/2024 16:02:36","2025-12-07 15:02:53","Oui","1646"
"BEN-01647","Madame","Dufour","GeneviÃ¨ve","Dufour GeneviÃ¨ve","geneviaeve.dufour@exemple.ch","410222259165","410798032843","Avenue des Alpes 91","","1207","GENEVE","20/09/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","28/08/2024 16:02:25","2025-12-07 15:02:53","Oui","1647"
"BEN-01650","Madame","Fontaine","VÃ©ronique","Fontaine VÃ©ronique","vaeronique.fontaine@mail.ch","410227945580","410799639271","Avenue du Lac 59","","1200","GENEVE","18/01/1983 00:00:00","FranÃ§ais","","","","","","Ponctuel","27/05/2025 00:00:00","Tél","","","","","Non","Oui","29/08/2024 18:20:43","2025-12-07 15:02:53","Oui","1650"
"BEN-01652","Madame","Chevalier","Chantal","Chevalier Chantal","chantal.chevalier@contact.ch","410224018488","410784134949","Avenue de France 85","","1218","GRAND-SACONNEX","14/10/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","03/09/2024 16:15:07","2025-12-07 15:02:53","Oui","1652"
"BEN-01658","Monsieur","Robin","Jacqueline","Robin Jacqueline","jacqueline.robin@test.ch","410225685822","410794001472","Rue de la Fontaine 35","","1207","GENEVE","20/06/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","12/09/2024 00:00:00","Bénéficiaires","","","","","Non","Oui","17/09/2024 11:03:52","2025-12-07 15:02:53","Oui","1658"
"BEN-01659","Madame","Martin","Robert","Martin Robert","robert.martin@email.ch","410225698552","410762281178","Chemin des Fleurs 53","","1208","GENEVE","12/08/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","17/09/2024 11:52:41","2025-12-07 15:02:53","Oui","1659"
"BEN-01663","Madame","Bernard","RenÃ©","Bernard RenÃ©","renae.bernard@exemple.ch","410223302336","410786965659","Rue de la Fontaine 56","","1213","PETIT-LANCY","27/12/1990 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Lancéen","","","","","Non","Oui","18/09/2024 12:14:57","2025-12-07 15:02:53","Oui","1663"
"BEN-01666","Monsieur","Dubois","Georges","Dubois Georges","georges.dubois@mail.ch","410221697741","410778352212","Avenue de la Source 15","","1214","VERNIER","21/07/1963 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/09/2024 15:46:25","2025-12-07 15:02:53","Oui","1666"
"BEN-01667","Madame","Thomas","Henri","Thomas Henri","henri.thomas@contact.ch","410227246158","410776652243","Avenue de la Source 1","","1201","GENEVE","02/06/1951 00:00:00","FranÃ§ais","","","","","","Actif","","Site Lancy","","","","","Non","Non","26/09/2024 15:50:03","2025-12-07 15:02:53","Oui","1667"
"BEN-01668","Madame","Robert","Louis","Robert Louis","louis.robert@test.ch","410225482839","410786342181","Route de Meyrin 29","","1209","GENEVE","03/09/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/09/2024 15:53:08","2025-12-07 15:02:53","Oui","1668"
"BEN-01669","Monsieur","Petit","Sophie","Petit Sophie","sophie.petit@email.ch","410221827358","410798454223","Avenue des Champs 49","","1217","MEYRIN","23/02/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/09/2024 15:56:16","2025-12-07 15:02:53","Oui","1669"
"BEN-01670","Madame","Durand","Marie","Durand Marie","marie.durand@exemple.ch","410225353231","410792401424","Avenue des Alpes 7","","1213","PETIT-LANCY","27/07/1945 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","26/09/2024 16:01:15","2025-12-07 15:02:53","Oui","1670"
"BEN-01671","Monsieur","Leroy","Isabelle","Leroy Isabelle","isabelle.leroy@mail.ch","410228693119","410765259945","Rue de la Fontaine 20","","1218","GRAND-SACONNEX","20/02/1942 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/09/2024 16:04:53","2025-12-07 15:02:53","Oui","1671"
"BEN-01672","Monsieur","Moreau","Catherine","Moreau Catherine","catherine.moreau@contact.ch","410228775886","410795252570","Chemin des Pins 64","","1228","PLAN-LES-OUATES","05/06/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","26/09/2024 16:17:00","2025-12-07 15:02:53","Oui","1672"
"BEN-01673","Madame","Simon","Nathalie","Simon Nathalie","nathalie.simon@test.ch","410228613565","410768847684","Rue de la Paix 91","","1200","GENEVE","05/10/1962 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","26/09/2024 18:05:21","2025-12-07 15:02:53","Oui","1673"
"BEN-01674","Madame","Laurent","Pierre","Laurent Pierre","pierre.laurent@email.ch","410229044854","410771282362","Chemin des Vignes 85","","1214","VERNIER","24/01/1961 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","30/09/2024 09:39:25","2025-12-07 15:02:53","Oui","1674"
"BEN-01675","Madame","Lefebvre","Jean","Lefebvre Jean","jean.lefebvre@exemple.ch","410225065680","410787727742","Chemin du Moulin 81","","1204","GENEVE","10/10/1995 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","30/09/2024 15:55:16","2025-12-07 15:02:53","Oui","1675"
