"NumeroBeneficiaire","Civilite","Nom","Prenom","NomComplet","Email","Telephone","Adresse1","Adresse2","NPA","Ville","DateNaissance","Besoins","Referent","Horaires","DateDebut","Historique","Statut","RGPDConsentement","RGPDDateConsentement","SourceID"
"BNF-00739","Madame","Perrin","Catherine","Perrin Catherine","catherine.perrin@contact.ch","410228831572","Route de Lausanne 84","","1214","VERNIER","19/07/1966 00:00:00","","","","29/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","739"
"BNF-00744","Monsieur","Meyer","Nathalie","Meyer Nathalie","nathalie.meyer@test.ch","410227958715","Avenue Victor Hugo 29","","1200","GENEVE","04/10/1986 00:00:00","","","","01/01/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","744"
"BNF-00745","Madame","Clement","Pierre","Clement Pierre","pierre.clement@email.ch","410222744290","Avenue des Champs 9","","1218","GRAND-SACONNEX","17/04/1988 00:00:00","","","","27/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","745"
"BNF-00746","Madame","Dufour","Jean","Dufour Jean","jean.dufour@exemple.ch","410226537044","Rue de la Paix 94","","1207","GENEVE","07/07/1969 00:00:00","","","","28/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","746"
"BNF-00747","Monsieur","Fontaine","Marc","Fontaine Marc","marc.fontaine@mail.ch","410223988528","Route de Gen̬ve 69","","1201","GENEVE","24/12/1949 00:00:00","","","","28/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","747"
"BNF-00748","Madame","Chevalier","Philippe","Chevalier Philippe","philippe.chevalier@contact.ch","410226179754","Avenue de la Source 65","","1228","PLAN-LES-OUATES","21/09/1955 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","748"
"BNF-00749","Madame","Robin","Laurent","Robin Laurent","laurent.robin@test.ch","410228065884","Chemin des Vignes 49","","1203","GENEVE","12/10/1969 00:00:00","","","","01/06/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","749"
"BNF-00752","Monsieur","Martin","Julie","Martin Julie","julie.martin@email.ch","410226935715","Chemin des Pins 38","","1227","CAROUGE","20/04/1945 00:00:00","","","","10/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","752"
"BNF-00756","Monsieur","Bernard","Christine","Bernard Christine","christine.bernard@exemple.ch","410226134067","Rue du Commerce 71","","1209","GENEVE","09/11/1996 00:00:00","","","","02/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","756"
"BNF-00757","Madame","Dubois","Sylvie","Dubois Sylvie","sylvie.dubois@mail.ch","410226948846","Chemin des Pins 3","","1207","GENEVE","25/03/1972 00:00:00","","","","09/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","757"
"BNF-00758","Madame","Thomas","Sandrine","Thomas Sandrine","sandrine.thomas@contact.ch","410224987044","Rue de la Gare 68","","1209","GENEVE","01/12/1959 00:00:00","","","","09/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","758"
"BNF-00759","Monsieur","Robert","Val̩rie","Robert Val̩rie","valaerie.robert@test.ch","410226459663","Rue de la Paix 48","","1214","VERNIER","23/05/1941 00:00:00","","","","09/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","759"
"BNF-00760","Madame","Petit","Michel","Petit Michel","michel.petit@email.ch","410224968214","Route des Acacias 51","","1228","PLAN-LES-OUATES","15/03/1950 00:00:00","","","","09/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","760"
"BNF-00761","Madame","Durand","Bernard","Durand Bernard","bernard.durand@exemple.ch","410221391492","Avenue de la Libert̩ 31","","1228","PLAN-LES-OUATES","09/11/1974 00:00:00","","","","09/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","761"
"BNF-00764","Madame","Leroy","Alain","Leroy Alain","alain.leroy@mail.ch","410225074477","Route de Gen̬ve 16","","1209","GENEVE","09/11/1976 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","764"
"BNF-00772","Madame","Moreau","Fran̤ois","Moreau Fran̤ois","franacois.moreau@contact.ch","410227651580","Chemin des Fleurs 30","","1205","GENEVE","27/08/1987 00:00:00","","","","06/05/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","772"
"BNF-00776","Monsieur","Simon","Thierry","Simon Thierry","thierry.simon@test.ch","410227057446","Rue de la Fontaine 87","","1214","VERNIER","05/03/1983 00:00:00","","","","01/04/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","776"
"BNF-00777","Madame","Laurent","Anne","Laurent Anne","anne.laurent@email.ch","410228839038","Rue de la Mairie 10","","1207","GENEVE","18/11/1947 00:00:00","","","","01/04/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","777"
"BNF-00779","Monsieur","Lefebvre","Martine","Lefebvre Martine","martine.lefebvre@exemple.ch","410223752771","Chemin des Pins 28","","1214","VERNIER","10/07/1976 00:00:00","","","","01/04/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","779"
"BNF-00780","Madame","Michel","Fran̤oise","Michel Fran̤oise","franacoise.michel@mail.ch","410224712451","Chemin de la Colline 62","","1209","GENEVE","13/08/1962 00:00:00","","","","01/04/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","780"
"BNF-00790","Madame","Garcia","Monique","Garcia Monique","monique.garcia@contact.ch","410226165777","Rue du Stade 96","","1200","GENEVE","22/11/1962 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","790"
"BNF-00797","Madame","David","Nicole","David Nicole","nicole.david@test.ch","410224265365","Route de Meyrin 11","","1203","GENEVE","14/12/1998 00:00:00","","","","11/06/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","797"
"BNF-00799","Madame","Bertrand","Patrick","Bertrand Patrick","patrick.bertrand@email.ch","410224027064","Rue de la Paix 61","","1200","GENEVE","18/10/1978 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","799"
"BNF-00800","Madame","Roux","Daniel","Roux Daniel","daniel.roux@exemple.ch","410222101899","Avenue de la Libert̩ 69","","1205","GENEVE","08/01/1952 00:00:00","","","","24/06/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","800"
"BNF-00804","Madame","Vincent","Christian","Vincent Christian","christian.vincent@mail.ch","410222546517","Route des Acacias 15","","1201","GENEVE","17/12/1991 00:00:00","","","","27/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","804"
"BNF-00805","Madame","Fournier","Jacques","Fournier Jacques","jacques.fournier@contact.ch","410222502755","Chemin des Vignes 24","","1204","GENEVE","15/08/1990 00:00:00","","","","19/06/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","805"
"BNF-00806","Monsieur","Morel","Andr̩","Morel Andr̩","andrae.morel@test.ch","410222808827","Rue du Parc 73","","1203","GENEVE","17/06/1966 00:00:00","","","","29/07/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","806"
"BNF-00807","Monsieur","Girard","C̩line","Girard C̩line","caeline.girard@email.ch","410226492046","Route de Lausanne 59","","1203","GENEVE","03/07/1967 00:00:00","","","","02/07/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","807"
"BNF-00808","Madame","Andr̩","St̩phanie","Andr̩ St̩phanie","staephanie.andrae@exemple.ch","410225271143","Route de Gen̬ve 47","","1206","GENEVE","09/06/1961 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","808"
"BNF-00809","Madame","Mercier","Corinne","Mercier Corinne","corinne.mercier@mail.ch","410229539019","Rue du Commerce 17","","1208","GENEVE","14/01/1979 00:00:00","","","","05/06/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","809"
"BNF-00810","Madame","Dupont","Brigitte","Dupont Brigitte","brigitte.dupont@contact.ch","410223105897","Rue des Acacias 43","","1227","CAROUGE","03/11/1958 00:00:00","","","","24/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","810"
"BNF-00811","Madame","Lambert","Dominique","Lambert Dominique","dominique.lambert@test.ch","410226038988","Chemin des Vignes 97","","1206","GENEVE","09/06/1940 00:00:00","","","","05/06/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","811"
"BNF-00815","Madame","Bonnet","Eric","Bonnet Eric","eric.bonnet@email.ch","410226011010","Rue des Acacias 84","","1214","VERNIER","09/04/1974 00:00:00","","","","01/09/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","815"
"BNF-00816","Madame","Fran̤ois","Pascal","Fran̤ois Pascal","pascal.franacois@exemple.ch","410223475495","Rue de la Fontaine 53","","1214","VERNIER","10/12/1973 00:00:00","","","","01/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","816"
"BNF-00818","Madame","Martinez","Olivier","Martinez Olivier","olivier.martinez@mail.ch","410226366738","Rue de la Paix 31","","1205","GENEVE","16/01/1952 00:00:00","","","","20/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","818"
"BNF-00819","Madame","Legrand","Bruno","Legrand Bruno","bruno.legrand@contact.ch","410228459469","Rue de la Paix 25","","1202","GENEVE","10/08/1985 00:00:00","","","","20/09/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","819"
"BNF-00820","Madame","Garnier","Vincent","Garnier Vincent","vincent.garnier@test.ch","410221831962","Route de Gen̬ve 23","","1214","VERNIER","10/07/1983 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","820"
"BNF-00824","Madame","Faure","Agn̬s","Faure Agn̬s","agnaes.faure@email.ch","410224199478","Route de Lausanne 68","","1203","GENEVE","15/02/1973 00:00:00","","","","28/08/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","824"
"BNF-00825","Madame","Rousseau","Genevi̬ve","Rousseau Genevi̬ve","geneviaeve.rousseau@exemple.ch","410226345924","Avenue des Alpes 95","","1205","GENEVE","14/12/1943 00:00:00","","","","28/08/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","825"
"BNF-00826","Monsieur","Blanc","V̩ronique","Blanc V̩ronique","vaeronique.blanc@mail.ch","410229082447","Chemin de Bellevue 10","","1213","PETIT-LANCY","05/02/1960 00:00:00","","","","28/08/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","826"
"BNF-00829","Madame","Guerin","Chantal","Guerin Chantal","chantal.guerin@contact.ch","410226661592","Avenue de la Source 59","","1206","GENEVE","12/09/1996 00:00:00","","","","11/09/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","829"
"BNF-00830","Madame","Muller","Jacqueline","Muller Jacqueline","jacqueline.muller@test.ch","410224911141","Avenue de la Libert̩ 38","","1227","CAROUGE","25/07/1967 00:00:00","","","","01/01/2001 00:00:00","","Actif","Oui","2025-12-07 15:02:53","830"
"BNF-00831","Madame","Henry","Robert","Henry Robert","robert.henry@email.ch","410227522614","Route de Lausanne 40","","1208","GENEVE","07/06/1952 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","831"
"BNF-00832","Madame","Roussel","Ren̩","Roussel Ren̩","renae.roussel@exemple.ch","410223071270","Route de Ferney 2","","1217","MEYRIN","12/06/1985 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","832"
"BNF-00835","Monsieur","Nicolas","Georges","Nicolas Georges","georges.nicolas@mail.ch","410227415063","Boulevard du Rh̫ne 52","","1228","PLAN-LES-OUATES","28/02/1948 00:00:00","","","","23/09/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","835"
"BNF-00839","Monsieur","Perrin","Henri","Perrin Henri","henri.perrin@contact.ch","410224185934","Rue de la Paix 72","","1201","GENEVE","15/02/1967 00:00:00","","","","07/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","839"
"BNF-00840","Monsieur","Meyer","Louis","Meyer Louis","louis.meyer@test.ch","410223249047","Rue des Ecoles 16","","1214","VERNIER","23/11/1969 00:00:00","","","","07/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","840"
"BNF-00842","Madame","Clement","Sophie","Clement Sophie","sophie.clement@email.ch","410228655969","Rue de la Mairie 28","","1204","GENEVE","22/09/1956 00:00:00","","","","09/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","842"
"BNF-00847","Madame","Dufour","Marie","Dufour Marie","marie.dufour@exemple.ch","410226699743","Chemin des Vignes 96","","1217","MEYRIN","04/12/1960 00:00:00","","","","08/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","847"
"BNF-00849","Madame","Fontaine","Isabelle","Fontaine Isabelle","isabelle.fontaine@mail.ch","410226648261","Chemin de la For̻t 20","","1200","GENEVE","23/05/1999 00:00:00","","","","29/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","849"
"BNF-00852","Madame","Chevalier","Catherine","Chevalier Catherine","catherine.chevalier@contact.ch","410227595528","Rue du Stade 16","","1205","GENEVE","12/12/1948 00:00:00","","","","18/11/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","852"
"BNF-00853","Monsieur","Robin","Nathalie","Robin Nathalie","nathalie.robin@test.ch","410224916390","Boulevard du Rh̫ne 88","","1227","CAROUGE","08/04/1970 00:00:00","","","","13/11/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","853"
"BNF-00861","Madame","Martin","Pierre","Martin Pierre","pierre.martin@email.ch","410223049432","Chemin de la For̻t 50","","1227","CAROUGE","05/11/1991 00:00:00","","","","16/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","861"
"BNF-00862","Madame","Bernard","Jean","Bernard Jean","jean.bernard@exemple.ch","410227581552","Avenue Victor Hugo 65","","1218","GRAND-SACONNEX","13/01/1941 00:00:00","","","","26/11/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","862"
"BNF-00863","Madame","Dubois","Marc","Dubois Marc","marc.dubois@mail.ch","410221096858","Rue de la Fontaine 51","","1218","GRAND-SACONNEX","23/08/1954 00:00:00","","","","02/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","863"
"BNF-00866","Madame","Thomas","Philippe","Thomas Philippe","philippe.thomas@contact.ch","410223036368","Rue Jean Jaur̬s 72","","1208","GENEVE","19/02/1954 00:00:00","","","","07/12/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","866"
"BNF-00867","Madame","Robert","Laurent","Robert Laurent","laurent.robert@test.ch","410227285129","Route de Meyrin 88","","1227","CAROUGE","05/01/1968 00:00:00","","","","04/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","867"
"BNF-00868","Madame","Petit","Julie","Petit Julie","julie.petit@email.ch","410226647554","Route de Gen̬ve 94","","1213","PETIT-LANCY","03/05/1940 00:00:00","","","","01/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","868"
"BNF-00869","Madame","Durand","Christine","Durand Christine","christine.durand@exemple.ch","410224004967","Route de Meyrin 12","","1207","GENEVE","19/06/1965 00:00:00","","","","04/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","869"
"BNF-00870","Madame","Leroy","Sylvie","Leroy Sylvie","sylvie.leroy@mail.ch","410226263070","Rue de la Mairie 48","","1218","GRAND-SACONNEX","10/08/1943 00:00:00","","","","01/03/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","870"
"BNF-00871","Madame","Moreau","Sandrine","Moreau Sandrine","sandrine.moreau@contact.ch","410228361243","Chemin des Fleurs 68","","1200","GENEVE","16/07/1992 00:00:00","","","","04/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","871"
"BNF-00872","Madame","Simon","Val̩rie","Simon Val̩rie","valaerie.simon@test.ch","410222059696","Chemin des Vignes 6","","1206","GENEVE","28/08/1970 00:00:00","","","","03/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","872"
"BNF-00873","Madame","Laurent","Michel","Laurent Michel","michel.laurent@email.ch","410223557113","Route de Meyrin 28","","1205","GENEVE","24/06/1977 00:00:00","","","","03/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","873"
"BNF-00874","Madame","Lefebvre","Bernard","Lefebvre Bernard","bernard.lefebvre@exemple.ch","410223354940","Rue de la Gare 5","","1214","VERNIER","02/02/1978 00:00:00","","","","03/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","874"
"BNF-00875","Madame","Michel","Alain","Michel Alain","alain.michel@mail.ch","410229192492","Avenue de la Libert̩ 63","","1203","GENEVE","11/09/1984 00:00:00","","","","15/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","875"
"BNF-00876","Madame","Garcia","Fran̤ois","Garcia Fran̤ois","franacois.garcia@contact.ch","410222508824","Route de Meyrin 39","","1200","GENEVE","11/12/1981 00:00:00","","","","16/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","876"
"BNF-00883","Madame","David","Thierry","David Thierry","thierry.david@test.ch","410222507511","Rue de la Mairie 60","","1214","VERNIER","03/04/1991 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","883"
"BNF-00884","Madame","Bertrand","Anne","Bertrand Anne","anne.bertrand@email.ch","410225199045","Boulevard du Rh̫ne 34","","1228","PLAN-LES-OUATES","19/03/1981 00:00:00","","","","08/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","884"
"BNF-00887","Madame","Roux","Martine","Roux Martine","martine.roux@exemple.ch","410223333258","Chemin de la For̻t 63","","1208","GENEVE","19/05/1967 00:00:00","","","","01/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","887"
"BNF-00888","Madame","Vincent","Fran̤oise","Vincent Fran̤oise","franacoise.vincent@mail.ch","410229246994","Route de Gen̬ve 14","","1204","GENEVE","04/05/1942 00:00:00","","","","20/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","888"
"BNF-00891","Monsieur","Fournier","Monique","Fournier Monique","monique.fournier@contact.ch","410221674667","Chemin des Vignes 93","","1218","GRAND-SACONNEX","14/04/1941 00:00:00","","","","20/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","891"
"BNF-00892","Madame","Morel","Nicole","Morel Nicole","nicole.morel@test.ch","410226616743","Chemin du Moulin 83","","1204","GENEVE","25/02/1982 00:00:00","","","","10/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","892"
"BNF-00901","Madame","Girard","Patrick","Girard Patrick","patrick.girard@email.ch","410223394921","Avenue du Lac 24","","1207","GENEVE","23/12/1995 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","901"
"BNF-00902","Madame","Andr̩","Daniel","Andr̩ Daniel","daniel.andrae@exemple.ch","410228119742","Route de Ferney 46","","1208","GENEVE","06/12/1957 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","902"
"BNF-00903","Madame","Mercier","Christian","Mercier Christian","christian.mercier@mail.ch","410223512815","Route de Lausanne 30","","1213","PETIT-LANCY","19/07/1983 00:00:00","","","","28/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","903"
"BNF-00904","Madame","Dupont","Jacques","Dupont Jacques","jacques.dupont@contact.ch","410221828761","Rue de la Mairie 14","","1207","GENEVE","24/01/1992 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","904"
"BNF-00905","Madame","Lambert","Andr̩","Lambert Andr̩","andrae.lambert@test.ch","410222507068","Chemin de la For̻t 79","","1208","GENEVE","14/08/1999 00:00:00","","","","28/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","905"
"BNF-00906","Madame","Bonnet","C̩line","Bonnet C̩line","caeline.bonnet@email.ch","410223055683","Avenue de France 70","","1213","PETIT-LANCY","24/04/1958 00:00:00","","","","11/02/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","906"
"BNF-00907","Monsieur","Fran̤ois","St̩phanie","Fran̤ois St̩phanie","staephanie.franacois@exemple.ch","410227865188","Route de Gen̬ve 77","","1207","GENEVE","21/07/1959 00:00:00","","","","01/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","907"
"BNF-00908","Madame","Martinez","Corinne","Martinez Corinne","corinne.martinez@mail.ch","410225368977","Rue de la Paix 89","","1204","GENEVE","04/08/1995 00:00:00","","","","20/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","908"
"BNF-00909","Madame","Legrand","Brigitte","Legrand Brigitte","brigitte.legrand@contact.ch","410223018110","Route de Meyrin 1","","1209","GENEVE","06/05/1948 00:00:00","","","","20/02/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","909"
"BNF-00910","Madame","Garnier","Dominique","Garnier Dominique","dominique.garnier@test.ch","410228749448","Route de Meyrin 23","","1213","PETIT-LANCY","24/12/1956 00:00:00","","","","26/02/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","910"
"BNF-00912","Monsieur","Faure","Eric","Faure Eric","eric.faure@email.ch","410226188071","Chemin des Vignes 98","","1203","GENEVE","14/09/1966 00:00:00","","","","24/02/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","912"
"BNF-00914","Monsieur","Rousseau","Pascal","Rousseau Pascal","pascal.rousseau@exemple.ch","410228675916","Avenue de la Libert̩ 83","","1209","GENEVE","28/11/1986 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","914"
"BNF-00915","Madame","Blanc","Olivier","Blanc Olivier","olivier.blanc@mail.ch","410223183047","Boulevard du Rh̫ne 53","","1214","VERNIER","11/04/1972 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","915"
"BNF-00916","Madame","Guerin","Bruno","Guerin Bruno","bruno.guerin@contact.ch","410227463017","Chemin des Pins 82","","1202","GENEVE","21/06/1961 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","916"
"BNF-00917","Madame","Muller","Vincent","Muller Vincent","vincent.muller@test.ch","410223799990","Chemin de Bellevue 66","","1209","GENEVE","03/05/1973 00:00:00","","","","11/03/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","917"
"BNF-00918","Madame","Henry","Agn̬s","Henry Agn̬s","agnaes.henry@email.ch","410222178021","Boulevard du Rh̫ne 80","","1228","PLAN-LES-OUATES","13/04/1977 00:00:00","","","","18/12/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","918"
"BNF-00919","Madame","Roussel","Genevi̬ve","Roussel Genevi̬ve","geneviaeve.roussel@exemple.ch","410223701059","Rue du Parc 8","","1200","GENEVE","15/08/1980 00:00:00","","","","01/05/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","919"
"BNF-00931","Monsieur","Nicolas","V̩ronique","Nicolas V̩ronique","vaeronique.nicolas@mail.ch","410222477287","Rue des Ecoles 31","","1218","GRAND-SACONNEX","10/09/1982 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","931"
"BNF-00938","Madame","Perrin","Chantal","Perrin Chantal","chantal.perrin@contact.ch","410227813511","Rue de la Mairie 7","","1217","MEYRIN","01/09/1986 00:00:00","","","","14/04/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","938"
"BNF-00939","Madame","Meyer","Jacqueline","Meyer Jacqueline","jacqueline.meyer@test.ch","410228905474","Chemin de la For̻t 59","","1200","GENEVE","01/01/1940 00:00:00","","","","01/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","939"
"BNF-00941","Madame","Clement","Robert","Clement Robert","robert.clement@email.ch","410221632116","Avenue de la Libert̩ 58","","1200","GENEVE","04/02/1986 00:00:00","","","","01/01/2017 00:00:00","","Actif","Oui","2025-12-07 15:02:53","941"
"BNF-00943","Monsieur","Dufour","Ren̩","Dufour Ren̩","renae.dufour@exemple.ch","410222725895","Rue des Acacias 87","","1207","GENEVE","02/09/1992 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","943"
"BNF-00948","Madame","Fontaine","Georges","Fontaine Georges","georges.fontaine@mail.ch","410222966278","Rue des Ecoles 83","","1227","CAROUGE","23/12/1991 00:00:00","","","","22/04/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","948"
"BNF-00950","Monsieur","Chevalier","Henri","Chevalier Henri","henri.chevalier@contact.ch","410221816525","Rue des Ecoles 48","","1218","GRAND-SACONNEX","02/07/1945 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","950"
"BNF-00953","Monsieur","Robin","Louis","Robin Louis","louis.robin@test.ch","410227316130","Avenue des Alpes 68","","1217","MEYRIN","02/12/1974 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","953"
"BNF-00956","Monsieur et Madame","Martin","Sophie","Martin Sophie","sophie.martin@email.ch","410223061695","Avenue Victor Hugo 35","","1207","GENEVE","02/04/1961 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","956"
"BNF-00962","Monsieur","Bernard","Marie","Bernard Marie","marie.bernard@exemple.ch","410229272926","Boulevard du Rh̫ne 48","","1227","CAROUGE","17/06/1940 00:00:00","","","","18/03/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","962"
"BNF-00967","Monsieur","Dubois","Isabelle","Dubois Isabelle","isabelle.dubois@mail.ch","410227039783","Chemin des Fleurs 83","","1204","GENEVE","13/08/1969 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","967"
"BNF-00968","Madame","Thomas","Catherine","Thomas Catherine","catherine.thomas@contact.ch","410225058975","Avenue des Alpes 49","","1227","CAROUGE","27/06/1995 00:00:00","","","","22/04/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","968"
"BNF-00976","Madame","Robert","Nathalie","Robert Nathalie","nathalie.robert@test.ch","410222002431","Avenue de la Libert̩ 95","","1207","GENEVE","18/02/1963 00:00:00","","","","01/05/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","976"
"BNF-00978","Madame","Petit","Pierre","Petit Pierre","pierre.petit@email.ch","410224231940","Route de Lausanne 82","","1201","GENEVE","13/02/1949 00:00:00","","","","29/06/1930 00:00:00","","Actif","Oui","2025-12-07 15:02:53","978"
"BNF-00979","Monsieur","Durand","Jean","Durand Jean","jean.durand@exemple.ch","410227038651","Rue de la Fontaine 90","","1200","GENEVE","12/05/1989 00:00:00","","","","29/06/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","979"
"BNF-00980","Monsieur","Leroy","Marc","Leroy Marc","marc.leroy@mail.ch","410228967467","Route de Lausanne 26","","1206","GENEVE","02/07/1962 00:00:00","","","","09/07/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","980"
"BNF-00984","Monsieur","Moreau","Philippe","Moreau Philippe","philippe.moreau@contact.ch","410228164615","Avenue des Champs 71","","1218","GRAND-SACONNEX","18/06/1947 00:00:00","","","","20/07/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","984"
"BNF-00988","Madame","Simon","Laurent","Simon Laurent","laurent.simon@test.ch","410222121330","Route de Meyrin 51","","1227","CAROUGE","24/07/1967 00:00:00","","","","09/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","988"
"BNF-00989","Madame","Laurent","Julie","Laurent Julie","julie.laurent@email.ch","410227525832","Chemin des Pins 61","","1202","GENEVE","16/07/1941 00:00:00","","","","21/07/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","989"
"BNF-00991","Monsieur","Lefebvre","Christine","Lefebvre Christine","christine.lefebvre@exemple.ch","410224928647","Chemin de la Colline 1","","1205","GENEVE","16/09/1979 00:00:00","","","","24/08/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","991"
